,No.,name,rating,location,category,startrange,endrange,price,pricerank,"ăn vặt, ăn vặt vỉa hè","đồ ăn sáng, đồ ăn sáng vỉa hè",quán cơm văn phòng,"quán cơm bình dân, cơm mang đi",đồ ăn nhanh,"cơm, phở","đồ ăn hàn quốc, nhà hàng hàn quốc","đồ ăn nhật bản, nhà hàng nhật bản",nhà hàng,pizza,nhà hàng chay,trà sữa,cafe,"bánh ngọt, bánh sinh nhật"
3258,3258,thùy lâm - cơm văn phòng,8.2,quận cầu giấy,nhà hàng,30000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3259,3259,quán 289 - cơm văn phòng,8.5,quận đống đa,nhà hàng,50000,200000,medium,2,,x,x,x,,,,,x,,,,,
3260,3260,tiệm cơm táo đỏ - cơm văn phòng online,8.1,quận hoàn kiếm,delivery,35000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3261,3261,miri miri - cơm văn phòng online,7.0,quận hai bà trưng,delivery,35000,55000,cheap,1,,x,x,x,,,,,x,,,,,
3262,3262,bếp trang - cơm văn phòng online,6.9,quận thanh xuân,delivery,10000,80000,cheap,1,,x,x,x,,,,,x,,,,,
3263,3263,bếp chất - cơm văn phòng,8.8,quận cầu giấy,delivery,15000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3264,3264,the faen - cơm văn phòng & cơm sinh viên,7.4,quận thanh xuân,cafe tráng miệng,15000,40000,cheap,1,,x,x,x,,,,,x,,,,,
3265,3265,quán cô yên - cơm văn phòng & ăn vặt các loại,3.1,quận đống đa,ăn vặt vỉa hè,15000,50000,cheap,1,x,x,x,x,x,,,,x,,,,x,
3266,3266,"nấm việt hà thành - cơm văn phòng, cơm gia đình & lẩu nấm",6.9,quận đống đa,nhà hàng,50000,200000,medium,2,,x,x,x,,,,,x,,,,,
3267,3267,cơm tấm viễn đông,8.5,quận tây hồ,nhà hàng,40000,60000,cheap,1,,x,x,x,,,,,x,,,,,
3268,3268,cơm tấm tường hân – dịch vọng hậu,7.6,quận cầu giấy,nhà hàng,60000,90000,cheap,1,,x,x,x,,,,,x,,,,,
3269,3269,cơm tấm tân viên,5.5,quận đống đa,nhà hàng,30000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3270,3270,coca house - cơm tấm sườn nướng,6.2,quận đống đa,nhà hàng,15000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3271,3271,cơm tấm sài gòn & sườn nướng mật ong,6.2,quận thanh xuân,nhà hàng,20000,40000,cheap,1,,x,x,x,,,,,x,,,,,
3272,3272,cơm tấm hằng,6.6,quận đống đa,nhà hàng,35000,40000,cheap,1,,x,x,x,,,,,x,,,,,
3273,3273,cơm tấm hà anh,7.9,quận đống đa,nhà hàng,42000,100000,cheap,1,,x,x,x,,,,,x,,,,,
3274,3274,cơm tấm bống,9.4,quận đống đa,nhà hàng,15000,45000,cheap,1,,x,x,x,,,,,x,,,,,
3275,3275,cơm tấm ali,7.4,quận hai bà trưng,nhà hàng,10000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3276,3276,minh châu - cơm tấm & hủ tiếu nam vang,6.7,quận hai bà trưng,nhà hàng,35000,45000,cheap,1,,x,x,x,,,,,x,,,,,
3277,3277,cơm sườn đào duy từ,6.5,quận hoàn kiếm,nhà hàng,30000,66000,cheap,1,,x,x,x,,,,,x,,,,,
3278,3278,đại nam - cơm sườn nướng online,6.5,quận thanh xuân,delivery,30000,100000,cheap,1,,x,x,x,,,,,x,,,,,
3279,3279,cơm rang ngõ tràng tiền,6.2,quận hoàn kiếm,nhà hàng,30000,50000,cheap,1,,x,x,x,,x,,,x,,,,x,
3280,3280,cơm rang dưa bò đức hạnh,4.9,quận hoàn kiếm,nhà hàng,30000,50000,cheap,1,,x,x,x,,x,,,x,,,,,
3281,3281,"chí xì gòn - cơm rang & ốc, hải sản",7.2,quận đống đa,nhà hàng,50000,100000,cheap,1,x,x,x,x,,x,,,x,,,,,
3282,3282,đức lâm - cơm rang & cơm đảo,6.8,quận hai bà trưng,nhà hàng,30000,40000,cheap,1,,x,x,x,,x,,,x,,,,,
3283,3283,hoàng huệ - cơm rang & bún bò trộn,6.4,quận hà đông,nhà hàng,23000,30000,cheap,1,,x,x,x,,x,,,x,,,,,
3284,3284,cơm phố cổ,7.9,quận hoàn kiếm,nhà hàng,30000,110000,medium,2,,x,x,x,,,,,x,,,,,
3285,3285,cơm niêu văn phòng & cơm sinh viên,9.4,quận đống đa,nhà hàng,10000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3286,3286,cơm niêu tố uyên,4.8,quận đống đa,nhà hàng,30000,66000,cheap,1,,x,x,x,,,,,x,,,,,
3287,3287,thúy nga - cơm niêu,6.9,quận ba đình,nhà hàng,50000,165000,medium,2,,x,x,x,,,,,x,,,,,
3288,3288,hải sư - cơm niêu singapore,7.0,quận đống đa,nhà hàng,30000,55000,cheap,1,,x,x,x,,,,,x,,,,,
3289,3289,huyền dung - cơm ngon văn phòng,6.3,quận hoàn kiếm,nhà hàng,35000,45000,cheap,1,,x,x,x,,,,,x,,,,,
3290,3290,cơm một ngày mới,7.3,quận hoàn kiếm,nhà hàng,20000,110000,medium,2,,x,x,x,,,,,x,,,,,
3291,3291,"koun - cơm kiểu nhật, lẩu & các món nhậu",9.5,quận cầu giấy,nhà hàng,10000,300000,medium,2,,x,x,x,,,,,x,,,,,
3292,3292,cơm gà xôi mắm còn,6.7,quận hai bà trưng,nhà hàng,35000,70000,cheap,1,,x,x,x,,,,,x,,,,,
3293,3293,chicken now - cơm gà singapore,7.0,quận hoàn kiếm,nhà hàng,35000,70000,cheap,1,,x,x,x,,,,,x,,,,,
3294,3294,quán cơm hạt dẻ - cơm gà online,7.5,quận thanh xuân,nhà hàng,10000,45000,cheap,1,,x,x,x,,,,,x,,,,,
3295,3295,hằng béo - cơm gà online,6.1,quận đống đa,delivery,30000,200000,medium,2,,x,x,x,,,,,x,,,,,
3296,3296,mộc - cơm gà hội an & mì quảng,7.1,quận hoàn kiếm,cafe tráng miệng,35000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3297,3297,cơm gà hải nam – kampong chicken – láng hạ,7.0,quận ba đình,nhà hàng,150000,250000,medium,2,,x,x,x,,,,,x,,,,,
3298,3298,cơm chay nàng tấm,7.2,quận hoàn kiếm,nhà hàng,40000,77000,cheap,1,,x,x,x,,,,,x,,x,,,
3299,3299,cơm chay hà thành,6.6,quận ba đình,nhà hàng,15000,165000,medium,2,,x,x,x,,,,,x,,x,,,
3300,3300,rộp rộp - cơm cháy & khô gà lá chanh online,7.9,quận thanh xuân,delivery,50000,150000,medium,2,,x,x,x,,,,,x,,,,,
3301,3301,cơm 67,6.8,quận đống đa,nhà hàng,35000,55000,cheap,1,,x,x,x,,,,,x,,,,,
3302,3302,cơm & lẩu nhật bản donkin,8.8,quận nam từ liêm,nhà hàng,30000,300000,medium,2,,x,x,x,,,,,x,,,,,
3303,3303,bếp tâm an - cơm & ăn vặt online,9.3,quận cầu giấy,delivery,10000,220000,medium,2,x,x,x,x,x,,,,x,,,,x,
3304,3304,fordeer - coffee with tree,7.7,quận đống đa,cafe tráng miệng,25000,55000,cheap,1,,,x,,,,,,,,,x,x,
3305,3305,gà phê - coffee & workshop,7.4,quận đống đa,cafe tráng miệng,25000,78000,cheap,1,,,x,,,,,,x,,,x,x,
3306,3306,thạch dừa đồng tháp - coffee & tea vtv,7.6,quận ba đình,cafe tráng miệng,15000,50000,cheap,1,,,x,,,,,,,,,x,x,
3307,3307,kool - tea & coffee,7.2,quận đống đa,cafe tráng miệng,30000,65000,cheap,1,,,x,,,,,,,,,x,x,
3308,3308,a little hoian - coffee & tea,8.8,quận hoàn kiếm,cafe tráng miệng,15000,50000,cheap,1,,,x,,,,,,,,,x,x,
3309,3309,littleb kitchen - coffee & tráng miệng,7.4,quận đống đa,nhà hàng,30000,50000,cheap,1,,,x,,,,,,,,,x,x,
3310,3310,trần gia trang - coffee & cơm văn phòng,8.8,quận bắc từ liêm,cafe tráng miệng,20000,70000,cheap,1,,x,x,x,,,,,x,,,x,x,
3311,3311,greecy - coffee & cake,7.1,quận hai bà trưng,cafe tráng miệng,25000,100000,cheap,1,,,x,,,,,,,,,x,x,
3312,3312,"le dahlia - coffee, cinema & event",7.4,quận hai bà trưng,cafe tráng miệng,20000,70000,cheap,1,,,x,,,,,,,,,x,x,
3313,3313,cocoon cafe & lounge,6.9,quận hai bà trưng,nhà hàng,50000,300000,medium,2,,,x,,,,,,,,,x,x,
3314,3314,coco á – lê đại hành,7.8,quận hai bà trưng,nhà hàng,130000,300000,medium,2,,,,,,,,,x,,,,,
3315,3315,cơm chay an phúc - clean eating & healthy food,8.0,quận đống đa,nhà hàng,30000,110000,medium,2,,x,x,x,,,,,x,,x,,,
3316,3316,ciel cafétéria,8.6,quận hai bà trưng,cafe tráng miệng,35000,50000,cheap,1,,,x,,,,,,,,x,x,x,
3317,3317,quán quen - chuyên đồ trộn,7.3,quận đống đa,nhà hàng,20000,30000,cheap,1,,,,,,,,,x,,,,,
3318,3318,lẩu 69 - chuyên lẩu nướng,7.0,quận ba đình,nhà hàng,50000,269000,medium,2,,,,,,,,,x,,,,,
3319,3319,xôi xíu - chương dương độ,7.1,quận hoàn kiếm,ăn vặt vỉa hè,30000,60000,cheap,1,,x,,x,,,,,,,,,,
3320,3320,chuồn chuồn phố cafe,7.4,quận hoàn kiếm,cafe tráng miệng,28000,65000,cheap,1,,,x,,,,,,,,,x,x,
3321,3321,chè của mẹ - chu huy mân,6.7,quận long biên,ăn vặt vỉa hè,15000,30000,cheap,1,x,x,,,x,,,,,,,,x,
3322,3322,yu tang - chùa láng,8.0,quận đống đa,cafe tráng miệng,20000,60000,cheap,1,,,x,,,,,,,,x,x,x,
3323,3323,youone hotdog - xúc xích hàn quốc - chùa láng,8.0,quận đống đa,ăn vặt vỉa hè,15000,40000,cheap,1,x,,,,,,,,,,,,,
3324,3324,urban station coffee takeaway - chùa láng,7.4,quận đống đa,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,,x,x,
3325,3325,tuyết nhung - cơm gà phú yên - chùa láng,6.7,quận đống đa,nhà hàng,30000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3326,3326,trà sữa mixue - chùa láng,7.3,quận đống đa,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,,x,x,
3327,3327,trà sữa hefkcha - chùa láng,7.1,quận đống đa,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,,x,x,
3328,3328,simisi - korean foods - chùa láng,5.3,quận đống đa,nhà hàng,100000,200000,medium,2,,,,,,,,,x,,,,,
3329,3329,phương nam - chùa láng,7.0,quận đống đa,nhà hàng,150000,180000,medium,2,,,,,,,,,x,,,,,
3330,3330,o nga - bún bò huế & nem lụi - chùa láng,7.9,quận đống đa,nhà hàng,30000,50000,cheap,1,,,x,x,,x,,,x,,,,,
3331,3331,nhà hàng phương nam - món ngon miền nam - chùa láng,6.8,quận đống đa,nhà hàng,100000,250000,medium,2,,,,,,,,,x,,,,,
3332,3332,nem nướng nha trang cô hơn - chùa láng,4.7,quận đống đa,nhà hàng,1000,25000,cheap,1,,,,,,,,,x,,,,,
3333,3333,minh ngọc - bún bò giò heo & bánh bột lọc - chùa láng,8.2,quận đống đa,nhà hàng,20000,50000,cheap,1,,,x,x,,x,,,x,,,,x,
3334,3334,mì cay seoul - chùa láng,7.2,quận đống đa,nhà hàng,35000,50000,cheap,1,,x,,x,,,x,,,,,,,
3335,3335,loving hut - cơm chay - chùa láng,6.8,quận đống đa,nhà hàng,30000,77000,cheap,1,,x,x,x,,,,,x,,x,,,
3336,3336,hoàng huệ - cơm rang & bún bò trộn - chùa láng,7.1,quận đống đa,nhà hàng,12000,60000,cheap,1,,x,x,x,,x,,,x,,,,,
3337,3337,hắt 2 ô - nem nướng nha trang - chùa láng,4.8,quận đống đa,ăn vặt vỉa hè,20000,100000,cheap,1,x,x,,,x,,,,,,,,x,
3338,3338,ding tea - chùa láng,7.0,quận đống đa,cafe tráng miệng,30000,50000,cheap,1,,,,,,,,,,,,,x,
3339,3339,cơm thố anh nguyễn - chùa láng,6.8,quận đống đa,nhà hàng,20000,200000,medium,2,,x,x,x,,,,,x,,,,,
3340,3340,cô lê - nem nướng nha trang - chùa láng,6.7,quận đống đa,nhà hàng,18000,40000,cheap,1,,,,,,,,,x,,,,,
3341,3341,bún đậu - chùa láng,6.7,quận đống đa,nhà hàng,15000,40000,cheap,1,x,,x,x,,x,,,,,,,,
3342,3342,bún bò nam bộ - chùa láng,7.1,quận đống đa,nhà hàng,30000,50000,cheap,1,,,x,x,,x,,,x,,,,,
3343,3343,bánh mì one one - chùa láng,7.0,quận đống đa,ăn vặt vỉa hè,10000,30000,cheap,1,,x,,x,,,,,,,,,x,
3344,3344,bánh mì nướng sài gòn - chùa láng,5.7,quận đống đa,ăn vặt vỉa hè,7000,20000,cheap,1,,x,,x,,,,,,,,,x,
3345,3345,bami sot - bánh mì đen - chùa láng,7.1,quận đống đa,ăn vặt vỉa hè,15000,50000,cheap,1,,x,,x,,,,,,,,,x,
3346,3346,bami bread - chùa láng,6.9,quận đống đa,ăn vặt vỉa hè,15000,30000,cheap,1,x,x,,,x,,,,,,,,x,
3347,3347,an viên - chân gà rang muối hải sản - chùa láng,5.9,quận đống đa,nhà hàng,10000,100000,cheap,1,,,,,,,,,x,,,,,
3348,3348,an viên - chùa láng,6.4,quận đống đa,nhà hàng,80000,120000,medium,2,,,,,,,,,x,,,,,
3349,3349,nem nướng nha trang cô hơn - chùa hà,6.4,quận cầu giấy,ăn vặt vỉa hè,20000,100000,cheap,1,x,x,,,x,,,,,,,,x,
3350,3350,hẻm quán - chùa hà,7.5,quận cầu giấy,nhà hàng,150000,330000,medium,2,,,,,,,,,x,,,,,
3351,3351,sinh tố nguyệt hồng - chùa bộc,7.5,quận đống đa,ăn vặt vỉa hè,6000,15000,cheap,1,,,x,,,,,,,,,,x,
3352,3352,chè thái tâm hương - chợ nam đồng,6.5,quận đống đa,nhà hàng,15000,33000,cheap,1,,,,,,,,,x,,,,,
3353,3353,nem chua & phô mai que - chợ khâm thiên,7.6,quận đống đa,ăn vặt vỉa hè,2000,7000,cheap,1,x,x,,,x,,,,,,,,x,
3354,3354,tuyết nhung - cơm gà phú yên - chợ gạo,9.5,quận hoàn kiếm,nhà hàng,10000,95000,cheap,1,,x,x,x,,,,,x,,,,,
3355,3355,trà chanh & chè đắng - chợ gạo,7.1,quận hoàn kiếm,ăn vặt vỉa hè,8000,22000,cheap,1,,,x,,,,,,,,,,x,
3356,3356,yum hy - chợ ẩm thực ngọc lâm,7.4,quận long biên,nhà hàng,200000,300000,medium,2,,,,,,,,,x,,,,,
3357,3357,chingu coffee,8.4,quận cầu giấy,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,,x,x,
3358,3358,chim quay văn quán,6.0,quận hà đông,ăn vặt vỉa hè,20000,35000,cheap,1,x,x,,,x,,,,,,,,x,
3359,3359,chim quay cầu giấy,7.9,quận cầu giấy,nhà hàng,50000,100000,cheap,1,,,,,,,,,x,,,,,
3360,3360,rambo - mực khổng lồ - chiến thắng,7.1,quận hà đông,nhà hàng,12000,690000,expensive,3,,,,,,,,,x,,,,,
3361,3361,hải hà kotobuki bakery - chiến thắng,7.7,quận hà đông,bánh ngọt,10000,110000,medium,2,,,,,,,,,,,,,x,x
3362,3362,bún ốc sườn cô sáu - chiến thắng,7.1,quận hà đông,nhà hàng,25000,35000,cheap,1,x,,x,x,,x,,,,,,,,
3363,3363,cô liên - chè đà nẵng,6.9,quận hoàn kiếm,cafe tráng miệng,9000,35000,cheap,1,,,x,,,,,,,,x,x,x,
3364,3364,chè đà nẵng,6.1,quận cầu giấy,ăn vặt vỉa hè,15000,15000,cheap,1,x,x,,,x,,,,,,,,x,
3365,3365,chè tự nhiên quang trung,7.2,quận hoàn kiếm,ăn vặt vỉa hè,10000,17000,cheap,1,x,x,,,x,,,,,,,,x,
3366,3366,chè thập cẩm cũ 1976,6.1,quận hoàn kiếm,cafe tráng miệng,40000,50000,cheap,1,,,x,,,,,,,,x,x,x,
3367,3367,little bowl - chè thái lan,7.8,quận hoàn kiếm,ăn vặt vỉa hè,15000,30000,cheap,1,x,x,,,x,,,,,,,,x,
3368,3368,chè mẹ nhím - chè sầu đà nẵng,6.8,quận hoàn kiếm,ăn vặt vỉa hè,15000,50000,cheap,1,x,x,,,x,,,,,,,,x,
3369,3369,xưởng trái cây - chè sầu liên đà nẵng & nước ép trái cây,8.1,quận đống đa,cafe tráng miệng,15000,50000,cheap,1,,,x,,,,,,,,,,x,
3370,3370,thanh tuyền - chè sài gòn,6.7,quận đống đa,nhà hàng,8000,17000,cheap,1,,,,,,,,,x,,,,,
3371,3371,chè phố cổ tô hiệu,6.3,quận cầu giấy,cafe tráng miệng,15000,30000,cheap,1,,,x,,,,,,,,x,x,x,
3372,3372,chen san ding,7.6,quận hoàng mai,cafe tráng miệng,30000,50000,cheap,1,,,x,,,,,,,,x,x,x,
3373,3373,chen – hoàng ngân,8.2,quận cầu giấy,nhà hàng,270000,300000,medium,2,,,,,,,,,x,,,,,
3374,3374,chè nhà suvy,7.4,quận hoàn kiếm,cafe tráng miệng,25000,30000,cheap,1,,,x,,,,,,,,x,x,x,
3375,3375,chen hà nội,7.1,quận hai bà trưng,nhà hàng,50000,385000,medium,2,,,,,,,,,x,,,,,
3376,3376,chè ngon vy vy,8.0,quận thanh xuân,ăn vặt vỉa hè,15000,40000,cheap,1,x,x,,,x,,,,,,,,x,
3377,3377,chè malaysia bà tuyết,6.7,quận hai bà trưng,nhà hàng,15000,33000,cheap,1,,,,,,,,,x,,,,,
3378,3378,chè khúc bạch diệp phương,8.1,quận hai bà trưng,ăn vặt vỉa hè,25000,40000,cheap,1,x,x,,,x,,,,,,,,x,
3379,3379,"đinh food - chè khoai dẻo, thái sầu & ăn vặt các loại online",7.1,quận thanh xuân,delivery,30000,100000,cheap,1,x,x,,,x,,,,x,,,,x,
3380,3380,chè hương hải,7.1,quận hoàn kiếm,nhà hàng,8000,22000,cheap,1,,,,,,,,,x,,,,,
3381,3381,chè cô thu & bánh tráng,7.1,quận ba đình,ăn vặt vỉa hè,13000,25000,cheap,1,x,,,,,,,,,,,,x,
3382,3382,chè trang - chè ba miền,6.7,quận cầu giấy,ăn vặt vỉa hè,15000,20000,cheap,1,x,x,,,x,,,,,,,,x,
3383,3383,xưa nay - chè & trà,6.7,quận tây hồ,nhà hàng,10000,50000,cheap,1,,,x,,,,,,,,,,x,
3384,3384,mẹ ong nghĩa tân - chè & quà vặt,7.1,quận cầu giấy,ăn vặt vỉa hè,10000,50000,cheap,1,x,x,,,x,,,,,,,,x,
3385,3385,chè nhà làm c6 - chè & caramen,7.2,quận đống đa,ăn vặt vỉa hè,15000,30000,cheap,1,,,,,,,,x,,,,,,
3386,3386,quán thanh - chè & ăn vặt,6.7,quận ba đình,ăn vặt vỉa hè,15000,50000,cheap,1,x,x,,,x,,,,,,,,x,
3387,3387,"4seasons - chè, trà & kem",8.3,quận đống đa,cafe tráng miệng,15000,25000,cheap,1,,,x,,,,,,,,,,x,
3388,3388,aummee - châu long,7.6,quận ba đình,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
3389,3389,starbucks coffee - charmvit tower,7.5,quận cầu giấy,cafe tráng miệng,40000,80000,cheap,1,,,x,,,,,,,,,x,x,
3390,3390,charme cafe,7.6,quận hai bà trưng,cafe tráng miệng,15000,40000,cheap,1,,,x,,,,,,,,,x,x,
3391,3391,chị hoa - cháo trai xứ huế,6.9,quận ba đình,nhà hàng,10000,20000,cheap,1,,,,,,,,,x,,,,,
3392,3392,cháo sườn hàng bồ,7.7,quận hoàn kiếm,ăn vặt vỉa hè,10000,20000,cheap,1,x,x,,,x,,,,,,,,x,
3393,3393,cháo sườn cô là,7.2,quận hoàn kiếm,ăn vặt vỉa hè,15000,25000,cheap,1,x,x,,,x,,,,,,,,x,
3394,3394,thắng vẹo - cháo lòng ngon,8.1,quận nam từ liêm,nhà hàng,30000,150000,medium,2,,,,,,,,,x,,,,,
3395,3395,bích béo - cháo lòng & bún đậu,6.8,quận hai bà trưng,nhà hàng,20000,50000,cheap,1,x,,x,x,,x,,,,,,,,
3396,3396,ngọc dung - cháo lòng & bánh đa trộn,7.1,quận ba đình,nhà hàng,20000,50000,cheap,1,,,,,,,,,,,,,x,
3397,3397,cháo canh bát bảo,7.3,quận cầu giấy,nhà hàng,30000,50000,cheap,1,,,,,,,,,x,,,,,
3398,3398,đài loan trà quán 1102 - cháo & trà,6.2,quận hoàn kiếm,nhà hàng,15000,39000,cheap,1,,,x,,,,,,,,,,x,
3399,3399,yến béo - cháo & súp gà,7.6,quận ba đình,ăn vặt vỉa hè,15000,30000,cheap,1,,,,,,,,,x,,,,,
3400,3400,nem nướng hoa giấy - chánh hiệu đặng văn quyên nha trang,8.0,quận hai bà trưng,nhà hàng,25000,45000,cheap,1,,,,,,,,,x,,,,,
3401,3401,bếp mẹ bông - chân gà sả ớt online,7.4,quận hai bà trưng,delivery,15000,100000,cheap,1,,,,,,,,,x,,,,,
3402,3402,an viên - chân gà rang muối hải sản,6.9,quận hai bà trưng,nhà hàng,30000,100000,cheap,1,,,,,,,,,x,,,,,
3403,3403,chân gà nướng thịnh vượng,9.2,quận đống đa,ăn vặt vỉa hè,20000,50000,cheap,1,,,,,,,,,x,,,,,
3404,3404,chân gà nướng mỹ miều,6.1,quận đống đa,nhà hàng,20000,55000,cheap,1,,,,,,,,,x,,,,,
3405,3405,chân gà hấp sả ớt mắt to,7.3,quận hoàn kiếm,ăn vặt vỉa hè,10000,200000,medium,2,,,,,,,,,x,,,,,
3406,3406,mắm quán - chân gà chiên mắm & lẩu sạch,9.1,quận hai bà trưng,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
3407,3407,chân gà bay online,7.5,quận thanh xuân,delivery,15000,150000,medium,2,,,,,,,,,x,,,,,
3408,3408,pop quán - chân gà & cánh gà nướng,7.1,quận hai bà trưng,ăn vặt vỉa hè,30000,100000,cheap,1,,,,,,,,,x,,,,,
3409,3409,bà thảo - chả mực hạ long,6.8,quận hoàn kiếm,nhà hàng,20000,55000,cheap,1,,,,,,,,,x,,,,,
3410,3410,gia đình bb - chả cá phố cổ & cơm tấm sài gòn,7.5,quận hai bà trưng,nhà hàng,150000,250000,medium,2,,x,x,x,,,,,x,,,,,
3411,3411,bếp 198x - chả cá lã vọng online,9.6,quận ba đình,delivery,30000,100000,cheap,1,,,,,,,,,x,,,,,
3412,3412,k-pub - korean bbq garden - centre point,9.3,quận thanh xuân,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
3413,3413,khao lao - center point,7.5,quận thanh xuân,nhà hàng,10000,79000,cheap,1,,,,,,,,,x,,,,,
3414,3414,hotpot story - center point,7.6,quận thanh xuân,nhà hàng,150000,300000,medium,2,,,,,,,,,x,,,,,
3415,3415,nhà hàng poseidon - seafood bbq & hotpot nhà hàng - center point,8.1,quận thanh xuân,nhà hàng,338000,358000,medium,2,,,,,,,,,x,,,,,
3416,3416,cây sung quán nướng,5.9,quận hoàng mai,nhà hàng,50000,165000,medium,2,,,,,,,,,x,,,,,
3417,3417,thuỷ béo - cơm văn phòng online - cầu đơ 5,5.8,quận hà đông,delivery,20000,70000,cheap,1,,x,x,x,,,,,x,,,,,
3418,3418,the nhà hàng garden - cầu vồng,7.0,quận bắc từ liêm,nhà hàng,150000,200000,medium,2,,,,,,,,,x,,,,,
3419,3419,cau go vietnamese cuisine,7.1,quận hoàn kiếm,nhà hàng,50000,500000,expensive,3,,,,,,,,,x,,,,,
3420,3420,trà sữa sharetea nhà thờ - cầu gỗ,8.3,quận hoàn kiếm,cafe tráng miệng,40000,80000,cheap,1,,,x,,,,,,,,,x,x,
3421,3421,trà sữa leetee - cầu gỗ,10.0,quận hoàn kiếm,ăn vặt vỉa hè,30000,50000,cheap,1,,,x,,,,,,,,,x,x,
3422,3422,yakiniku sakura - cầu giấy,8.7,quận cầu giấy,nhà hàng,150000,300000,medium,2,,,,,,,,,x,,,,,
3423,3423,t+ beer - cầu giấy,8.2,quận cầu giấy,nhà hàng,50000,250000,medium,2,,,,,,,,,x,,,,,
3424,3424,savor - bánh mì & trà sữa - cầu giấy,6.0,quận cầu giấy,ăn vặt vỉa hè,20000,50000,cheap,1,,x,x,x,,,,,,,,x,x,
3425,3425,paradise - cơm văn phòng online - cầu giấy,8.1,quận cầu giấy,delivery,25000,50000,cheap,1,,x,x,x,,,,,x,,,,,
3426,3426,ngọc pink - bông lan trứng muối online - cầu giấy,7.6,quận cầu giấy,delivery,10000,80000,cheap,1,,,,,,,,,,,,,,x
3427,3427,gà rán kfc - cầu giấy,7.2,quận cầu giấy,nhà hàng,50000,110000,medium,2,,,,,x,,,,x,,,,,
3428,3428,eat green - healthy food & salad - cầu giấy,7.5,quận cầu giấy,nhà hàng,30000,90000,cheap,1,,,,,,,,,x,x,,,,
3429,3429,ding tea - cầu giấy,7.2,quận cầu giấy,cafe tráng miệng,26000,46000,cheap,1,,,,,,,,,,,,,x,
3430,3430,crepes box - fastfood & drinks - cầu giấy,6.8,quận cầu giấy,ăn vặt vỉa hè,15000,30000,cheap,1,x,x,,,x,,,,,,,,x,
3431,3431,chè xoan - cầu giấy,7.0,quận cầu giấy,ăn vặt vỉa hè,20000,35000,cheap,1,x,x,,,x,,,,,,,,x,
3432,3432,cafe cuối ngõ - cầu giấy,7.9,quận cầu giấy,cafe tráng miệng,20000,88000,cheap,1,,,x,,,,,,,,,x,x,
3433,3433,bún miến ngan - cầu giấy,7.1,quận cầu giấy,nhà hàng,30000,40000,cheap,1,,,x,x,,x,,,,,,,,
3434,3434,venus - cầu diễn,7.4,quận bắc từ liêm,nhà hàng,200000,500000,expensive,3,,,,,,,,,x,,,,,
3435,3435,thắng còi - trâu giật tây bắc - cầu diễn,7.4,quận bắc từ liêm,nhà hàng,200000,300000,medium,2,,,,,,,,,x,,,,,
3436,3436,royaltea - trà sữa hồng kông - cầu diễn,9.9,quận bắc từ liêm,cafe tráng miệng,45000,90000,cheap,1,,,x,,,,,,,,,x,x,
